0,3.972828865
500,0.255595773
1000,0.254452705
1500,0.202352405
2000,0.096295886
2500,0.069927283
3000,0.050618071
3500,0.043158077
4000,0.038636357
4500,0.035837125
5000,0.034158394
5500,0.032562181
6000,0.031014457
6500,0.029546104
7000,0.028204428
7500,0.027162872
8000,0.026227787
8500,0.025426155
9000,0.024610309
9500,0.023993559
10000,0.023443276
10500,0.023014642
11000,0.022650698
11500,0.022333493
12000,0.022051327
12500,0.021796664
13000,0.021558367
13500,0.021330778
14000,0.021115849
14500,0.020908745
15000,0.020704223
15500,0.020543683
16000,0.020303201
16500,0.020101447
17000,0.019896479
17500,0.019687265
18000,0.019535687
18500,0.019260474
19000,0.019043691
19500,0.018830601
20000,0.018614786
20500,0.01840182
21000,0.018190922
21500,0.017993642
22000,0.017787959
22500,0.017595069
23000,0.017417936
23500,0.017245496
24000,0.017102649
24500,0.016935043
25000,0.016789103
25500,0.016655395
26000,0.01652908
26500,0.016479416
27000,0.016317045
27500,0.01619108
28000,0.01608875
28500,0.01599066
29000,0.015910991
29500,0.015806757
30000,0.015719688
30500,0.015635062
31000,0.015553748
31500,0.015473029
32000,0.015394392
32500,0.015323399
33000,0.015237768
33500,0.015160725
34000,0.015082803
34500,0.015392351
35000,0.014924634
35500,0.01484285
36000,0.014760657
36500,0.014678216
37000,0.014791762
37500,0.014511145
38000,0.014427711
38500,0.014344906
39000,0.015486605
39500,0.014185568
40000,0.014107188
40500,0.014356691
41000,0.013958815
41500,0.013887369
42000,0.01381971
42500,0.013753873
43000,0.013697581
43500,0.013628793
44000,0.013569774
44500,0.013512108
45000,0.014053693
45500,0.013403005
46000,0.013350574
46500,0.013300305
47000,0.013251291
47500,0.013681439
48000,0.013156161
48500,0.013129492
49000,0.013066948
49500,0.01302243
49999,0.012980788
