0,3.702516317
500,0.259493828
1000,0.258631378
1500,0.247881383
2000,0.103816241
2500,0.074422218
3000,0.056078717
3500,0.041556206
4000,0.034741923
4500,0.030489573
5000,0.027974816
5500,0.02635357
6000,0.025038743
6500,0.023961993
7000,0.022973515
7500,0.022151163
8000,0.021435497
8500,0.020841543
9000,0.020269327
9500,0.01978869
10000,0.019364987
10500,0.018997053
11000,0.018669518
11500,0.018383242
12000,0.018131657
12500,0.017901346
13000,0.017779028
13500,0.017508879
14000,0.017335255
14500,0.017174
15000,0.017031083
15500,0.016889155
16000,0.016757771
16500,0.01663314
17000,0.016513579
17500,0.016399421
18000,0.017009029
18500,0.016185371
19000,0.016081139
19500,0.0159807
20000,0.015883135
20500,0.015787141
21000,0.015692662
21500,0.016095486
22000,0.015948813
22500,0.015462458
23000,0.015481416
23500,0.015264931
24000,0.015150036
24500,0.015064145
25000,0.015018253
25500,0.014881642
26000,0.01478867
26500,0.014697332
27000,0.014605015
27500,0.014511715
28000,0.014416789
28500,0.014321135
29000,0.014223724
29500,0.014125085
30000,0.014124881
30500,0.014002217
31000,0.013824959
31500,0.013732377
32000,0.013627371
32500,0.013528422
33000,0.013430156
33500,0.013333518
34000,0.013238946
34500,0.013145885
35000,0.013054401
35500,0.012966319
36000,0.012879262
36500,0.012886646
37000,0.012714397
37500,0.012635115
38000,0.012558906
38500,0.013561243
39000,0.012413546
39500,0.012765323
40000,0.012275097
40500,0.012208471
41000,0.012144346
41500,0.012082603
42000,0.012020641
42500,0.011960549
43000,0.011902974
43500,0.012145941
44000,0.013201995
44500,0.011749714
45000,0.01177102
45500,0.011991792
46000,0.011582297
46500,0.011531387
47000,0.011481807
47500,0.011524173
48000,0.011387724
48500,0.011339813
49000,0.011293981
49500,0.011248798
49999,0.011204542
