0,2.97308588
500,0.259357393
1000,0.255731404
1500,0.113536976
2000,0.077683628
2500,0.059757214
3000,0.044914644
3500,0.035644338
4000,0.03228781
4500,0.030900043
5000,0.029782517
5500,0.028624091
6000,0.027571144
6500,0.026733004
7000,0.026037367
7500,0.025413491
8000,0.024843097
8500,0.024321906
9000,0.023842681
9500,0.023459341
10000,0.02301587
10500,0.02265146
11000,0.022306746
11500,0.021983454
12000,0.021666709
12500,0.02135486
13000,0.021040991
13500,0.020740226
14000,0.02045868
14500,0.02040782
15000,0.019957226
15500,0.019741636
16000,0.019547017
16500,0.019369315
17000,0.019206382
17500,0.019060753
18000,0.018923562
18500,0.018796781
19000,0.018678268
19500,0.018566774
20000,0.018465051
20500,0.018389866
21000,0.018271463
21500,0.018182239
22000,0.018096643
22500,0.018052394
23000,0.017936967
23500,0.017862281
24000,0.017790033
24500,0.017719703
25000,0.017652236
25500,0.017585419
26000,0.01752164
26500,0.017459638
27000,0.01739949
27500,0.017339969
28000,0.01728357
28500,0.017227314
29000,0.017172713
29500,0.017118758
30000,0.017065991
30500,0.01712521
31000,0.016965479
31500,0.016926229
32000,0.016866425
32500,0.016818507
33000,0.016856961
33500,0.016726837
34000,0.016715869
34500,0.016636806
35000,0.016596153
35500,0.016592139
36000,0.017963929
36500,0.018037619
37000,0.016423644
37500,0.016374871
38000,0.016333371
38500,0.016290432
39000,0.016250363
39500,0.016207187
40000,0.016165458
40500,0.016124008
41000,0.016349873
41500,0.016342947
42000,0.016000479
42500,0.015958991
43000,0.01604001
43500,0.015923345
44000,0.015901428
44500,0.017486397
45000,0.01576554
45500,0.015708515
46000,0.015665978
46500,0.01563091
47000,0.015582155
47500,0.015536572
48000,0.015492975
48500,0.015449182
49000,0.015404861
49500,0.015967885
49999,0.015318113
