2.026551485,2.17834878,0.069684568
1.896897197,1.86082077,0.019387373
1.796789646,1.71985817,0.044731291
1.764598489,1.486858368,0.186796622
1.624029398,1.430804729,0.135046149
2.081500053,1.941714764,0.071990641
1.939289451,1.841425896,0.05314553
1.917097926,1.990804553,0.037023537
1.843417883,1.571947098,0.172697151
2.395889997,2.54800415,0.059699335
2.091507912,2.010834455,0.040119392
2.521876812,2.438818455,0.034056802
2.399467468,2.364658594,0.014720465
1.771995068,1.68234694,0.053287539
2.563977718,2.525392294,0.015278982
1.994753242,2.072738647,0.037624331
2.279177666,2.349269867,0.029835738
2.277179241,2.270920753,0.002755925
1.459956646,1.428757429,0.021836609
2.285718679,2.273744822,0.00526614
1.919102311,1.813141704,0.058440334
1.045181394,0.928130388,0.126114829
2.337886572,2.410014629,0.029928473
2.165739536,2.09684968,0.032853979
1.455965638,1.392041802,0.045920917
2.145625114,2.173165798,0.012673071
2.028385639,2.037257195,0.004354657
1.349221706,1.525963545,0.115823107
1.925235868,2.040943146,0.056693043
1.754818916,1.723213553,0.018340944
2.076684952,2.118687153,0.019824636
1.876311183,1.826693058,0.027162815
1.144646764,1.259061813,0.090873258
2.429840088,2.390552759,0.016434412
2.372033834,2.213407278,0.071666231
2.280031443,2.223882198,0.0252483
1.906606197,1.94295907,0.018710056
2.373975277,2.311880827,0.026858846
2.16531682,2.00525856,0.079819263
1.175314188,1.289348841,0.0884436
2.282158136,2.427785873,0.059983765
2.016531706,2.187615633,0.078205661
2.040426731,2.015037537,0.012599862
2.117573977,2.250411987,0.059028307
1.997537136,2.039268017,0.020463657
1.342761993,1.286414385,0.043802067
2.227380991,2.257197618,0.013209578
2.011779785,2.002849102,0.00445899
1.819708586,1.90726316,0.04590587
1.900957346,1.845251203,0.030188921
1.917690396,1.912143469,0.002900895
1.704785824,1.799248934,0.052501412
2.063917637,2.151022434,0.040494602
1.907655358,1.858577132,0.026406343
1.743170738,1.688849926,0.032164381
1.754032493,1.704179883,0.029253138
1.561358809,1.581919074,0.012997039
2.318258286,2.328404427,0.004357551
2.044915676,2.00501585,0.019900005
1.761628032,1.874491096,0.060209976
1.763540864,1.731203318,0.018679231
1.93717134,1.890782833,0.024534022
1.504206538,1.6478585,0.087174938
2.2096138,2.285740614,0.033305097
1.935538769,2.156052589,0.102276643
2.358896255,2.225244999,0.060061367
1.660742998,1.935495138,0.141954446
2.99046731,2.777240992,0.076776311
2.82972002,2.822708845,0.002483846
2.674744844,2.653472662,0.008016733
2.434274912,2.496720076,0.025010879
2.532429695,2.549960375,0.006874883
1.991176486,1.698827267,0.172088843
2.378304243,2.477674007,0.040106069
2.322865486,2.346038103,0.00987734
2.291819334,2.264503956,0.012062411
1.663266897,1.642161131,0.012852433
2.39417696,2.397993565,0.001591583
1.859653711,1.945471048,0.044111341
2.316708326,2.401844978,0.035446356
2.26341033,2.29463625,0.013608222
1.432121873,1.462228417,0.020589495
2.299219131,2.25902319,0.017793506
1.800063014,1.854943752,0.029586201
2.396169901,2.387794733,0.003507491
2.106992722,2.120258808,0.006256824
1.383693695,1.393199205,0.006822793
2.065654039,2.126213551,0.028482328
1.97612977,2.009633064,0.016671349
1.304557681,1.441681862,0.095114036
1.873972416,2.002005577,0.06395245
1.695884705,1.660693169,0.021190872
2.032918692,2.094489574,0.029396605
1.793470621,1.778517962,0.008407371
1.11043644,1.152516961,0.036511846
2.492759943,2.315885544,0.076374413
2.301881313,2.185134411,0.05342779
2.232655048,2.212309122,0.009196692
1.721682787,1.847293735,0.067997279
2.32841754,2.321428299,0.00301075
