ID,Loss
0,4.692141532897949
500,4.692141532897949
1000,4.692141532897949
1500,4.692141532897949
2000,4.692141532897949
2500,4.692141532897949
3000,4.692141532897949
3500,4.692141532897949
4000,4.692141532897949
4500,4.692141532897949
5000,4.692141532897949
5500,4.692141532897949
6000,4.692141532897949
6500,4.692141532897949
7000,4.692141532897949
7500,4.692141532897949
8000,4.692141532897949
8500,4.692141532897949
9000,4.692141532897949
9500,4.692141532897949
10000,4.692141532897949
10500,4.692141532897949
11000,4.692141532897949
11500,4.692141532897949
12000,4.692141532897949
12500,4.692141532897949
13000,4.692141532897949
13500,4.692141532897949
14000,4.692141532897949
14500,4.692141532897949
15000,4.692141532897949
15500,4.692141532897949
16000,4.692141532897949
16500,4.692141532897949
17000,4.692141532897949
17500,4.692141532897949
18000,4.692141532897949
18500,4.692141532897949
19000,4.692141532897949
19500,4.692141532897949
20000,4.692141532897949
20500,4.692141532897949
21000,4.692141532897949
21500,4.692141532897949
22000,4.692141532897949
22500,4.692141532897949
23000,4.692141532897949
23500,4.692141532897949
24000,4.692141532897949
24500,4.692141532897949
25000,4.692141532897949
25500,4.692141532897949
26000,4.692141532897949
26500,4.692141532897949
27000,4.692141532897949
27500,4.692141532897949
28000,4.692141532897949
28500,4.692141532897949
29000,4.692141532897949
29500,4.692141532897949
30000,4.692141532897949
30500,4.692141532897949
31000,4.692141532897949
31500,4.692141532897949
32000,4.692141532897949
32500,4.692141532897949
33000,4.692141532897949
33500,4.692141532897949
34000,4.692141532897949
34500,4.692141532897949
35000,4.692141532897949
35500,4.692141532897949
36000,4.692141532897949
36500,4.692141532897949
37000,4.692141532897949
37500,4.692141532897949
38000,4.692141532897949
38500,4.692141532897949
39000,4.692141532897949
39500,4.692141532897949
40000,4.692141532897949
40500,4.692141532897949
41000,4.692141532897949
41500,4.692141532897949
42000,4.692141532897949
42500,4.692141532897949
43000,4.692141532897949
43500,4.692141532897949
44000,4.692141532897949
44500,4.692141532897949
45000,4.692141532897949
45500,4.692141532897949
46000,4.692141532897949
46500,4.692141532897949
47000,4.692141532897949
47500,4.692141532897949
48000,4.692141532897949
48500,4.692141532897949
49000,4.692141532897949
49500,4.692141532897949
49999,4.692141532897949
